Row ID,Order ID,Order Status,Order_Purchase_Date,Order_Delivered_Date,Order_Estimated_Delivery_Date),Ship Mode,VendorID,Customer ID,Segment,State,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit,Surcharge,Total Cost
141,CA-2016-110366,delivered,05-08-2017,5/19/2017,5/19/2017,Second Class,VEN03,JD-15895,Corporate,New Jersey,FUR-FU-10004848,Furniture,Furnishings,"Howard Miller 13-3/4"" Diameter Brushed Chrome Round Wall Clock",82.8,2,0.2,10.35,0,72.45
8612,CA-2017-123624,delivered,07-05-2018,07-10-2018,7/23/2018,Second Class,VEN04,SE-20110,#N/A,#N/A,TEC-AC-10000682,Technology,Accessories,Kensington K72356US Mouse-in-a-Box USB Desktop Mouse,82.95,5,0,29.0325,0,53.9175
1518,CA-2014-111059,delivered,7/31/2017,08-10-2017,8/30/2017,Second Class,VEN02,TB-21400,#N/A,#N/A,OFF-BI-10004593,Office Supplies,Binders,Ibico Laser Imprintable Binding System Covers,83.84,2,0.2,27.248,0,56.592
6676,CA-2015-109337,delivered,09-06-2017,9/18/2017,9/26/2017,Second Class,VEN01,DL-13330,#N/A,#N/A,TEC-MA-10002930,Technology,Machines,Ricoh - Ink Collector Unit for GX3000 Series Printers,83.9,2,0,22.653,0,61.247
6372,CA-2017-143035,delivered,4/17/2018,4/23/2018,05-04-2018,Second Class,VEN05,CC-12430,Home Office,Indiana,FUR-FU-10001934,Furniture,Furnishings,Magnifier Swing Arm Lamp,83.92,4,0,21.8192,0,62.1008
8369,CA-2014-109918,delivered,08-05-2018,08-10-2018,8/14/2018,Second Class,VEN01,LR-17035,#N/A,#N/A,OFF-BI-10004308,Office Supplies,Binders,Avery Legal 4-Ring Binder,83.92,5,0.2,31.47,0,52.45
9384,CA-2014-154158,unavailable,5/31/2017,1/0/1900,6/23/2017,Second Class,VEN02,CC-12670,Consumer,Illinois,OFF-ST-10004950,Office Supplies,Storage,Acco Perma 3000 Stacking Storage Drawers,83.92,5,0.2,-1.049,0,84.969
9950,CA-2017-121559,processing,6/28/2017,1/0/1900,7/20/2017,Second Class,VEN04,HW-14935,Corporate,California,TEC-AC-10004568,Technology,Accessories,Maxell LTO Ultrium - 800 GB,83.97,3,0,15.9543,0,68.0157
561,CA-2017-118731,delivered,06-06-2017,6/19/2017,7/17/2017,Second Class,VEN01,LP-17080,Consumer,California,OFF-BI-10000069,Office Supplies,Binders,"GBC Prepunched Paper, 19-Hole, for Binding Systems, 24-lb",84.056,7,0.2,27.3182,0,56.7378
8382,CA-2016-134544,delivered,01-05-2018,1/16/2018,1/30/2018,Second Class,VEN01,AC-10660,#N/A,#N/A,TEC-PH-10003800,Technology,Phones,i.Sound Portable Power - 8000 mAh,84.784,2,0.2,-20.1362,0,104.9202
4984,CA-2016-109925,shipped,5/17/2017,1/0/1900,6/26/2017,Second Class,VEN02,IM-15070,Consumer,Washington,OFF-ST-10003442,Office Supplies,Storage,Eldon Portable Mobile Manager,84.84,3,0,22.9068,0,61.9332
667,CA-2017-132682,delivered,11-06-2017,11/23/2017,12-05-2017,Second Class,VEN04,TH-21235,Corporate,Texas,OFF-PA-10000474,Office Supplies,Paper,Easy-staple paper,85.056,3,0.2,28.7064,0,56.3496
5768,CA-2017-126396,delivered,06-12-2018,6/15/2018,6/21/2018,Second Class,VEN02,AR-10345,#N/A,#N/A,TEC-AC-10003116,Technology,Accessories,Memorex Froggy Flash Drive 8 GB,85.2,6,0.2,20.235,0,64.965
7426,CA-2016-101693,delivered,06-08-2018,6/22/2018,6/28/2018,Second Class,VEN04,LC-17140,Consumer,California,FUR-CH-10001146,Furniture,Chairs,"Global Value Mid-Back Manager's Chair, Gray",85.246,2,0.3,-6.089,0,91.335
8114,CA-2016-130393,delivered,1/28/2018,02-05-2018,2/22/2018,Second Class,VEN05,JM-15865,#N/A,#N/A,FUR-CH-10004477,Furniture,Chairs,"Global Push Button Manager's Chair, Indigo",85.246,2,0.3,-1.2178,0,86.4638
2487,CA-2015-104514,delivered,4/23/2018,05-11-2018,5/24/2018,Second Class,VEN03,CB-12535,Corporate,North Carolina,OFF-ST-10001837,Office Supplies,Storage,"SAFCO Mobile Desk Side File, Wire Frame",85.52,2,0,22.2352,0,63.2848
5194,CA-2014-101560,delivered,02-08-2017,2/14/2017,03-07-2017,Second Class,VEN03,CS-12250,Corporate,Louisiana,OFF-PA-10001363,Office Supplies,Paper,Xerox 1933,85.96,7,0,40.4012,0,45.5588
9981,US-2015-151435,delivered,5/26/2018,06-04-2018,6/26/2018,Second Class,VEN05,SW-20455,#N/A,#N/A,FUR-TA-10001039,Furniture,Tables,KI Adjustable-Height Table,85.98,1,0,22.3548,0,63.6252
3875,CA-2016-136231,delivered,12/26/2017,01-10-2018,1/23/2018,Second Class,VEN04,DM-13015,#N/A,#N/A,OFF-BI-10001597,Office Supplies,Binders,"Wilson Jones Ledger-Size, Piano-Hinge Binder, 2"", Blue",86.058,7,0.7,-63.1092,0,149.1672
3312,CA-2016-162747,delivered,4/16/2017,05-08-2017,5/22/2017,Second Class,VEN02,AH-10030,#N/A,#N/A,FUR-FU-10003691,Furniture,Furnishings,"Eldon Image Series Desk Accessories, Ebony",86.45,7,0,38.038,0,48.412
293,CA-2016-110772,delivered,1/23/2018,02-05-2018,03-01-2018,Second Class,VEN02,NZ-18565,Home Office,California,FUR-BO-10004709,Furniture,Bookcases,"Bush Westfield Collection Bookcases, Medium Cherry Finish",86.97,3,0.5,-48.7032,0,135.6732
5808,CA-2016-149783,delivered,03-06-2018,04-09-2018,04-03-2018,Second Class,VEN04,DL-13315,Consumer,New York,OFF-AP-10001205,Office Supplies,Appliances,Belkin 5 Outlet SurgeMaster Power Centers,87.168,2,0.2,8.7168,0,78.4512
6670,CA-2017-122175,delivered,8/16/2018,8/20/2018,8/29/2018,Second Class,VEN03,CA-12775,Consumer,Florida,TEC-AC-10004859,Technology,Accessories,"Maxell Pro 80 Minute CD-R, 10/Pack",87.4,5,0,34.96,0,52.44
6277,US-2016-139087,delivered,12-08-2017,12/17/2017,12/27/2017,Second Class,VEN01,DK-13375,#N/A,#N/A,OFF-LA-10001074,Office Supplies,Labels,Round Specialty Laser Printer Labels,87.71,7,0,41.2237,0,46.4863
1329,CA-2017-106033,delivered,05-08-2018,05-12-2018,5/23/2018,Second Class,VEN05,FG-14260,#N/A,#N/A,OFF-AR-10002818,Office Supplies,Art,Panasonic KP-310 Heavy-Duty Electric Pencil Sharpener,87.92,4,0,26.376,0,61.544
7158,CA-2016-131380,delivered,2/18/2018,2/22/2018,03-08-2018,Second Class,VEN05,CC-12220,#N/A,#N/A,OFF-ST-10002485,Office Supplies,Storage,Rogers Deluxe File Chest,87.92,4,0,0.8792,0,87.0408
3693,US-2015-131359,delivered,4/19/2017,05-03-2017,5/16/2017,Second Class,VEN03,FA-14230,Corporate,California,TEC-PH-10004531,Technology,Phones,OtterBox Commuter Series Case - iPhone 5 & 5s,87.96,5,0.2,30.786,0,57.174
621,CA-2017-117947,delivered,7/18/2018,7/23/2018,08-09-2018,Second Class,VEN03,NG-18355,Corporate,New York,FUR-FU-10000521,Furniture,Furnishings,"Seth Thomas 14"" Putty-Colored Wall Clock",88.02,3,0,27.2862,0,60.7338
4249,CA-2016-157336,delivered,05-06-2017,5/24/2017,06-06-2017,Second Class,VEN01,SJ-20500,Consumer,Texas,OFF-BI-10004236,Office Supplies,Binders,"XtraLife ClearVue Slant-D Ring Binder, White, 3""",88.08,6,0,40.5168,0,47.5632
3147,CA-2017-131828,delivered,10/15/2017,11-04-2017,11-10-2017,Second Class,VEN02,CS-11845,#N/A,#N/A,TEC-PH-10002923,Technology,Phones,"Logitech B530 USB Headset - headset - Full size, Binaural",88.776,3,0.2,7.7679,0,81.0081
7987,CA-2016-137939,delivered,12-04-2017,12/16/2017,12/27/2017,Second Class,VEN04,PJ-19015,Consumer,California,TEC-PH-10003589,Technology,Phones,invisibleSHIELD by ZAGG Smudge-Free Screen Protector,89.95,5,0,43.176,0,46.774
8230,CA-2016-123050,delivered,5/26/2018,06-04-2018,6/29/2018,Second Class,VEN01,BC-11125,#N/A,#N/A,TEC-AC-10001109,Technology,Accessories,Logitech Trackman Marble Mouse,89.97,3,0,37.7874,0,52.1826
2492,CA-2014-113579,delivered,3/29/2018,04-10-2018,4/20/2018,Second Class,VEN03,KD-16345,Consumer,California,OFF-PA-10001457,Office Supplies,Paper,White GlueTop Scratch Pads,90.24,6,0,41.5104,0,48.7296
4925,CA-2017-114055,delivered,8/21/2017,8/25/2017,9/18/2017,Second Class,VEN05,MH-18115,#N/A,#N/A,TEC-PH-10002890,Technology,Phones,AT&T 17929 Lendline Telephone,90.48,2,0,23.5248,0,66.9552
27,CA-2016-121755,delivered,9/26/2017,10-03-2017,10/23/2017,Second Class,VEN05,EH-13945,Consumer,California,TEC-AC-10003027,Technology,Accessories,Imation 8GB Mini TravelDrive USB 2.0 Flash Drive,90.57,3,0,11.7741,0,78.7959
3065,CA-2017-106859,delivered,6/13/2018,6/20/2018,7/25/2018,Second Class,VEN03,BF-11215,#N/A,#N/A,OFF-ST-10000615,Office Supplies,Storage,"SimpliFile Personal File, Black Granite, 15w x 6-15/16d x 11-1/4h",90.8,8,0,25.424,0,65.376
5827,CA-2017-161067,delivered,7/20/2018,08-02-2018,8/24/2018,Second Class,VEN01,KB-16405,#N/A,#N/A,FUR-CH-10004626,Furniture,Chairs,Office Star Flex Back Scooter Chair with Aluminum Finish Frame,90.801,1,0.1,14.1246,0,76.6764
9122,CA-2017-122007,delivered,07-12-2017,7/24/2017,08-04-2017,Second Class,VEN01,JK-15325,#N/A,#N/A,OFF-AP-10000358,Office Supplies,Appliances,Fellowes Basic Home/Office Series Surge Protectors,90.86,7,0,26.3494,0,64.5106
4805,CA-2017-136364,delivered,1/24/2017,02-08-2017,03-03-2017,Second Class,VEN04,MH-17455,#N/A,#N/A,FUR-FU-10002501,Furniture,Furnishings,Nu-Dell Executive Frame,91.008,9,0.2,19.3392,0,71.6688
4126,CA-2017-123239,delivered,08-04-2018,8/13/2018,8/22/2018,Second Class,VEN05,MG-18145,Consumer,Pennsylvania,FUR-FU-10001602,Furniture,Furnishings,"Eldon Delta Triangular Chair Mat, 52"" x 58"", Clear",91.032,3,0.2,-2.2758,0,93.3078
444,CA-2016-115756,delivered,07-04-2018,07-06-2018,7/17/2018,Second Class,VEN04,PK-19075,Consumer,Michigan,OFF-PA-10002222,Office Supplies,Paper,"Xerox Color Copier Paper, 11"" x 17"", Ream",91.36,4,0,42.0256,0,49.3344
9456,CA-2016-140977,delivered,4/20/2018,4/26/2018,5/18/2018,Second Class,VEN05,JL-15175,Home Office,Tennessee,TEC-MA-10003493,Technology,Machines,Penpower WorldCard Pro Card Scanner,91.475,1,0.5,-1.8295,0,93.3045
6020,CA-2014-152422,canceled,11/13/2017,1/0/1900,12-06-2017,Second Class,VEN02,BD-11635,#N/A,#N/A,OFF-AP-10002892,Office Supplies,Appliances,Belkin F5C206VTEL 6 Outlet Surge,91.92,5,0.2,11.49,0,80.43
475,CA-2014-144666,delivered,7/17/2018,7/24/2018,08-03-2018,Second Class,VEN01,JP-15520,Consumer,California,OFF-ST-10001321,Office Supplies,Storage,"Decoflex Hanging Personal Folder File, Blue",92.52,6,0,24.9804,0,67.5396
7242,CA-2017-136651,delivered,9/24/2017,10-03-2017,10/18/2017,Second Class,VEN04,JF-15355,Consumer,Texas,OFF-BI-10003638,Office Supplies,Binders,GBC Durable Plastic Covers,92.88,6,0.2,30.186,0,62.694
1925,CA-2017-126865,delivered,10/16/2017,10/24/2017,11/13/2017,Second Class,VEN01,NP-18325,Consumer,Virginia,OFF-PA-10003039,Office Supplies,Paper,Xerox 1960,92.94,3,0,41.823,0,51.117
8940,CA-2015-134117,delivered,4/30/2018,05-07-2018,06-01-2018,Second Class,VEN03,PG-18895,Consumer,Minnesota,OFF-BI-10002026,Office Supplies,Binders,Avery Arch Ring Binders,92.96,2,0.2,31.374,0,61.586
3156,CA-2014-128986,delivered,3/27/2018,04-04-2018,4/13/2018,Second Class,VEN03,GH-14410,#N/A,#N/A,OFF-PA-10001289,Office Supplies,Paper,White Computer Printout Paper by Universal,93.024,3,0.2,33.7212,0,59.3028
6928,CA-2016-140382,delivered,1/15/2018,02-06-2018,2/15/2018,Second Class,VEN01,RD-19900,Consumer,New Mexico,OFF-ST-10003638,Office Supplies,Storage,Mobile Personal File Cube,93.68,4,0,25.2936,0,68.3864
8328,CA-2017-103478,delivered,2/20/2018,3/14/2018,3/20/2018,Second Class,VEN02,KL-16555,Corporate,Colorado,OFF-BI-10004224,Office Supplies,Binders,Catalog Binders with Expanding Posts,94.192,7,0.8,-164.836,0,259.028
2402,CA-2017-145877,delivered,02-09-2018,2/26/2018,03-08-2018,Second Class,VEN03,AS-10090,#N/A,#N/A,OFF-ST-10000649,Office Supplies,Storage,Hanging Personal Folder File,94.2,6,0,23.55,0,70.65
8665,CA-2017-126634,delivered,03-08-2018,3/16/2018,04-10-2018,Second Class,VEN05,AB-10165,Consumer,California,FUR-FU-10004973,Furniture,Furnishings,Flat Face Poster Frame,94.2,5,0,39.564,0,54.636
2322,CA-2015-109470,delivered,01-04-2018,1/17/2018,02-08-2018,Second Class,VEN02,KC-16255,#N/A,#N/A,OFF-BI-10004492,Office Supplies,Binders,Tuf-Vin Binders,94.74,3,0,44.5278,0,50.2122
477,CA-2014-144666,delivered,7/17/2018,7/24/2018,08-03-2018,Second Class,VEN03,JP-15520,Consumer,California,OFF-PA-10003465,Office Supplies,Paper,Xerox 1912,94.85,5,0,45.528,0,49.322
9916,CA-2017-160927,delivered,07-12-2018,7/27/2018,7/27/2018,Second Class,VEN02,TM-21010,#N/A,#N/A,OFF-PA-10000176,Office Supplies,Paper,Xerox 1887,94.85,5,0,45.528,0,49.322
1667,CA-2016-128531,delivered,3/24/2018,3/27/2018,4/13/2018,Second Class,VEN04,NS-18505,#N/A,#N/A,TEC-AC-10003023,Technology,Accessories,Logitech G105 Gaming Keyboard,94.992,2,0.2,-2.3748,0,97.3668
9895,US-2016-115441,delivered,4/14/2018,4/25/2018,5/24/2018,Second Class,VEN02,SH-19975,Corporate,California,FUR-FU-10001756,Furniture,Furnishings,"Eldon Expressions Desk Accessory, Wood Photo Frame, Mahogany",95.2,5,0,27.608,0,67.592
4353,CA-2017-107748,delivered,11-12-2017,11/30/2017,12-08-2017,Second Class,VEN02,AG-10330,#N/A,#N/A,TEC-PH-10003215,Technology,Phones,Jackery Bar Premium Fast-charging Portable Charger,95.84,4,0.2,34.742,0,61.098
2003,CA-2017-163510,delivered,1/13/2018,2/15/2018,02-07-2018,Second Class,VEN02,JW-15955,#N/A,#N/A,OFF-ST-10000563,Office Supplies,Storage,Fellowes Bankers Box Stor/Drawer Steel Plus,95.94,3,0,9.594,0,86.346
6936,CA-2017-137365,delivered,8/18/2018,8/21/2018,8/24/2018,Second Class,VEN04,BP-11095,Corporate,Illinois,TEC-AC-10001767,Technology,Accessories,SanDisk Ultra 64 GB MicroSDHC Class 10 Memory Card,95.976,3,0.2,-10.7973,0,106.7733
4922,CA-2017-114055,delivered,8/21/2017,8/25/2017,9/18/2017,Second Class,VEN05,MH-18115,#N/A,#N/A,OFF-PA-10004381,Office Supplies,Paper,14-7/8 x 11 Blue Bar Computer Printout Paper,96.08,2,0,46.1184,0,49.9616
8686,CA-2017-137323,delivered,10/19/2017,11-03-2017,11-10-2017,Second Class,VEN02,PW-19030,#N/A,#N/A,OFF-ST-10003996,Office Supplies,Storage,"Letter/Legal File Tote with Clear Snap-On Lid, Black Granite",96.36,6,0,25.0536,0,71.3064
97,CA-2017-161018,delivered,6/26/2018,07-07-2018,7/26/2018,Second Class,VEN05,PN-18775,Home Office,New York,FUR-FU-10000629,Furniture,Furnishings,9-3/4 Diameter Round Wall Clock,96.53,7,0,40.5426,0,55.9874
2964,CA-2017-137428,delivered,11/24/2017,12-01-2017,12-08-2017,Second Class,VEN05,AY-10555,#N/A,#N/A,FUR-CH-10003817,Furniture,Chairs,"Global Value Steno Chair, Gray",97.184,2,0.2,6.074,0,91.11
177,US-2017-152366,delivered,5/14/2018,5/23/2018,6/14/2018,Second Class,VEN05,SJ-20500,Consumer,Texas,OFF-AP-10002684,Office Supplies,Appliances,"Acco 7-Outlet Masterpiece Power Center, Wihtout Fax/Phone Line Protection",97.264,4,0.8,-243.16,0,340.424
1854,CA-2015-160472,delivered,1/19/2018,02-02-2018,2/14/2018,Second Class,VEN04,RK-19300,#N/A,#N/A,OFF-PA-10003129,Office Supplies,Paper,Tops White Computer Printout Paper,97.82,2,0,45.9754,0,51.8446
8501,CA-2014-169061,delivered,08-09-2018,8/21/2018,8/23/2018,Second Class,VEN01,AB-10150,#N/A,#N/A,OFF-PA-10001878,Office Supplies,Paper,Xerox 1891,97.82,2,0,45.9754,0,51.8446
7795,CA-2015-127481,delivered,4/16/2018,4/20/2018,05-10-2018,Second Class,VEN04,JD-15895,Corporate,New Jersey,OFF-PA-10002377,Office Supplies,Paper,Xerox 1916,97.88,2,0,48.94,0,48.94
9302,US-2015-163433,delivered,8/15/2018,8/24/2018,8/30/2018,Second Class,VEN01,MP-17965,Corporate,Massachusetts,TEC-PH-10001870,Technology,Phones,Lunatik TT5L-002 Taktik Strike Impact Protection System for iPhone 5,97.968,2,0.2,6.123,0,91.845
1772,CA-2016-129686,delivered,10/23/2017,11/13/2017,11/14/2017,Second Class,VEN02,GG-14650,Corporate,Tennessee,OFF-ST-10004337,Office Supplies,Storage,"SAFCO Commercial Wire Shelving, 72h",97.984,2,0.2,-24.496,0,122.48
2462,CA-2015-142419,delivered,02-06-2018,02-09-2018,2/22/2018,Second Class,VEN05,SC-20380,#N/A,#N/A,OFF-BI-10001597,Office Supplies,Binders,"Wilson Jones Ledger-Size, Piano-Hinge Binder, 2"", Blue",98.352,3,0.2,34.4232,0,63.9288
1600,CA-2017-158876,delivered,04-04-2018,4/19/2018,4/25/2018,Second Class,VEN03,AB-10150,#N/A,#N/A,OFF-AR-10003373,Office Supplies,Art,"Boston School Pro Electric Pencil Sharpener, 1670",99.136,4,0.2,8.6744,0,90.4616
8928,CA-2015-143616,delivered,2/20/2018,03-02-2018,03-12-2018,Second Class,VEN02,SS-20140,Corporate,Rhode Island,OFF-AR-10002067,Office Supplies,Art,Newell 334,99.2,5,0,25.792,0,73.408
5255,CA-2015-125185,delivered,7/23/2018,7/25/2018,08-02-2018,Second Class,VEN01,AH-10195,Corporate,Florida,FUR-CH-10002647,Furniture,Chairs,"Situations Contoured Folding Chairs, 4/Set",99.372,2,0.3,-7.098,0,106.47
1015,US-2015-126214,delivered,05-05-2018,5/14/2018,5/30/2018,Second Class,VEN04,JS-15880,#N/A,#N/A,TEC-AC-10003198,Technology,Accessories,Enermax Acrylux Wireless Keyboard,99.6,1,0,36.852,0,62.748
7088,US-2017-143175,delivered,10/24/2017,10/31/2017,11-10-2017,Second Class,VEN04,GA-14515,#N/A,#N/A,OFF-ST-10003123,Office Supplies,Storage,Fellowes Bases and Tops For Staxonsteel/High-Stak Systems,99.87,3,0,23.9688,0,75.9012
9020,CA-2014-100706,delivered,05-03-2017,05-08-2017,06-02-2017,Second Class,VEN03,LE-16810,Consumer,California,TEC-AC-10001314,Technology,Accessories,Case Logic 2.4GHz Wireless Keyboard,99.98,2,0,7.9984,0,91.9816
9471,CA-2017-102925,delivered,7/29/2017,8/23/2017,09-01-2017,Second Class,VEN01,CD-12280,#N/A,#N/A,TEC-PH-10001448,Technology,Phones,Anker Astro 15000mAh USB Portable Charger,99.98,2,0,3.9992,0,95.9808
1050,CA-2014-139192,delivered,7/23/2018,7/26/2018,08-01-2018,Second Class,VEN05,LC-16885,Consumer,California,TEC-AC-10001606,Technology,Accessories,Logitech Wireless Performance Mouse MX for PC and Mac,99.99,1,0,37.9962,0,61.9938
5624,CA-2016-121748,delivered,2/28/2018,3/14/2018,3/22/2018,Second Class,VEN01,VW-21775,Corporate,Ohio,TEC-AC-10003063,Technology,Accessories,Micro Innovations USB RF Wireless Keyboard with Mouse,100,4,0,21,0,79
9474,CA-2017-102925,delivered,7/29/2017,8/23/2017,09-01-2017,Second Class,VEN02,CD-12280,#N/A,#N/A,FUR-FU-10004245,Furniture,Furnishings,"Career Cubicle Clock, 8 1/4"", Black",101.4,5,0,38.532,0,62.868
4888,CA-2016-163167,delivered,7/17/2018,7/20/2018,8/14/2018,Second Class,VEN02,RF-19345,#N/A,#N/A,TEC-AC-10003441,Technology,Accessories,Kingston Digital DataTraveler 32GB USB 2.0,101.7,6,0,6.102,0,95.598
7883,CA-2017-118017,delivered,3/18/2017,04-11-2017,4/26/2017,Second Class,VEN01,LC-16870,Consumer,Colorado,TEC-AC-10002006,Technology,Accessories,Memorex Micro Travel Drive 16 GB,102.336,8,0.2,14.0712,0,88.2648
4223,CA-2017-134565,delivered,2/23/2018,03-09-2018,3/28/2018,Second Class,VEN03,TB-21400,#N/A,#N/A,OFF-ST-10004804,Office Supplies,Storage,"Belkin 19"" Vented Equipment Shelf, Black",102.96,2,0,1.0296,0,101.9304
6447,US-2017-119816,delivered,03-01-2018,3/21/2018,3/26/2018,Second Class,VEN02,TT-21460,#N/A,#N/A,FUR-FU-10004848,Furniture,Furnishings,"Howard Miller 13-3/4"" Diameter Brushed Chrome Round Wall Clock",103.5,5,0.6,-77.625,0,181.125
690,US-2014-117135,delivered,03-01-2018,3/26/2018,3/21/2018,Second Class,VEN03,NP-18325,Consumer,Virginia,FUR-FU-10004071,Furniture,Furnishings,Luxo Professional Magnifying Clamp-On Fluorescent Lamps,104.01,1,0,14.5614,0,89.4486
9412,CA-2016-108959,delivered,08-02-2018,8/23/2018,8/28/2018,Second Class,VEN01,MH-17785,Corporate,California,OFF-ST-10001272,Office Supplies,Storage,"Mini 13-1/2 Capacity Data Binder Rack, Pearl",104.696,1,0.2,6.5435,0,98.1525
6307,CA-2016-163328,delivered,05-02-2017,5/22/2017,5/23/2017,Second Class,VEN05,TP-21565,#N/A,#N/A,FUR-CH-10003298,Furniture,Chairs,"Office Star - Contemporary Task Swivel chair with Loop Arms, Charcoal",104.784,1,0.2,-14.4078,0,119.1918
2650,CA-2014-131002,delivered,3/14/2017,3/27/2017,3/31/2017,Second Class,VEN04,TB-21400,#N/A,#N/A,TEC-PH-10000215,Technology,Phones,Plantronics Cordless Phone Headset with In-line Volume - M214C,104.85,3,0,28.3095,0,76.5405
9167,CA-2016-100300,delivered,5/24/2017,5/26/2017,06-06-2017,Second Class,VEN01,MJ-17740,Consumer,Washington,OFF-PA-10000418,Office Supplies,Paper,Xerox 189,104.85,1,0,50.328,0,54.522
3651,CA-2017-109960,delivered,11/24/2017,12-07-2017,12/15/2017,Second Class,VEN04,DB-13210,Consumer,Pennsylvania,TEC-AC-10004859,Technology,Accessories,"Maxell Pro 80 Minute CD-R, 10/Pack",104.88,6,0,41.952,0,62.928
9578,CA-2015-143147,delivered,6/14/2018,6/20/2018,6/28/2018,Second Class,VEN01,PS-18760,#N/A,#N/A,FUR-CH-10004754,Furniture,Chairs,"Global Stack Chair with Arms, Black",104.93,5,0.3,-4.497,0,109.427
1697,CA-2015-156335,delivered,08-02-2018,8/20/2018,8/31/2018,Second Class,VEN01,PO-19195,Home Office,Illinois,TEC-PH-10002726,Technology,Phones,netTALK DUO VoIP Telephone Service,104.98,2,0,52.49,0,52.49
5085,CA-2016-108350,delivered,07-01-2017,07-07-2017,7/24/2017,Second Class,VEN02,SC-20230,#N/A,#N/A,OFF-PA-10003656,Office Supplies,Paper,Xerox 1935,105.52,4,0,48.5392,0,56.9808
5160,CA-2015-156146,canceled,03-05-2018,1/0/1900,3/21/2018,Second Class,VEN03,AG-10495,Corporate,Pennsylvania,TEC-PH-10001700,Technology,Phones,Panasonic KX-TG6844B Expandable Digital Cordless Telephone,105.584,2,0.2,9.2386,0,96.3454
9576,CA-2015-143147,delivered,6/14/2018,6/20/2018,6/28/2018,Second Class,VEN03,PS-18760,#N/A,#N/A,FUR-CH-10000863,Furniture,Chairs,Novimex Swivel Fabric Task Chair,105.686,1,0.3,-28.6862,0,134.3722
2305,CA-2017-157931,delivered,01-12-2018,1/31/2018,02-07-2018,Second Class,VEN03,MO-17800,Home Office,Illinois,OFF-PA-10000474,Office Supplies,Paper,Easy-staple paper,106.32,3,0,49.9704,0,56.3496
1853,CA-2015-160472,delivered,1/19/2018,02-02-2018,2/14/2018,Second Class,VEN01,RK-19300,#N/A,#N/A,OFF-EN-10000483,Office Supplies,Envelopes,"White Envelopes, White Envelopes with Clear Poly Window",106.75,7,0,49.105,0,57.645
8457,US-2017-118556,delivered,05-11-2017,5/17/2017,5/29/2017,Second Class,VEN01,TH-21235,Corporate,Texas,FUR-CH-10001146,Furniture,Chairs,"Global Task Chair, Black",106.869,3,0.3,-29.0073,0,135.8763
619,CA-2017-117947,delivered,7/18/2018,7/23/2018,08-09-2018,Second Class,VEN04,NG-18355,Corporate,New York,OFF-BI-10002824,Office Supplies,Binders,Recycled Easel Ring Binders,107.424,9,0.2,33.57,0,73.854
6639,CA-2017-103352,delivered,11-07-2017,11/16/2017,11/28/2017,Second Class,VEN05,RP-19390,Consumer,Ohio,OFF-BI-10001196,Office Supplies,Binders,"Avery Flip-Chart Easel Binder, Black",107.424,6,0.2,36.2556,0,71.1684
2456,CA-2017-140949,delivered,12/31/2017,1/25/2018,02-02-2018,Second Class,VEN01,DB-13405,#N/A,#N/A,OFF-ST-10000344,Office Supplies,Storage,"Neat Ideas Personal Hanging Folder Files, Black",107.44,8,0,27.9344,0,79.5056
5254,US-2014-131982,delivered,7/27/2018,7/31/2018,08-07-2018,Second Class,VEN05,NP-18685,#N/A,#N/A,OFF-BI-10004224,Office Supplies,Binders,Catalog Binders with Expanding Posts,107.648,2,0.2,33.64,0,74.008
9793,CA-2014-127166,delivered,4/18/2018,4/25/2018,05-07-2018,Second Class,VEN02,KH-16360,#N/A,#N/A,FUR-CH-10003396,Furniture,Chairs,Global Deluxe Steno Chair,107.772,2,0.3,-29.2524,0,137.0244
7172,CA-2017-125381,delivered,10/30/2017,11/13/2017,11/22/2017,Second Class,VEN02,SG-20605,#N/A,#N/A,TEC-AC-10000158,Technology,Accessories,Sony 64GB Class 10 Micro SDHC R40 Memory Card,107.97,3,0,22.6737,0,85.2963
2171,CA-2017-117870,delivered,11/24/2017,12/16/2017,12/28/2017,Second Class,VEN05,JH-15820,#N/A,#N/A,TEC-PH-10003931,Technology,Phones,JBL Micro Wireless Portable Bluetooth Speaker,107.982,3,0.4,-26.9955,0,134.9775
3876,CA-2016-136231,delivered,12/26/2017,01-10-2018,1/23/2018,Second Class,VEN04,DM-13015,#N/A,#N/A,TEC-PH-10002660,Technology,Phones,Nortel Networks T7316 E Nt8 B27,108.784,2,0.2,6.799,0,101.985
3442,CA-2014-158337,delivered,04-02-2018,4/13/2018,4/23/2018,Second Class,VEN02,KA-16525,#N/A,#N/A,OFF-PA-10002137,Office Supplies,Paper,"Southworth 100% Résumé Paper, 24lb.",108.92,14,0,49.014,0,59.906
1168,CA-2017-145226,delivered,9/16/2017,9/20/2017,9/28/2017,Second Class,VEN01,DL-13315,Consumer,New York,FUR-FU-10004952,Furniture,Furnishings,"C-Line Cubicle Keepers Polyproplyene Holder w/Velcro Back, 8-1/2x11, 25/Bx",109.48,2,0,33.9388,0,75.5412
5389,CA-2017-164707,delivered,11/24/2017,12-11-2017,12/15/2017,Second Class,VEN02,CV-12805,Corporate,New York,TEC-AC-10004864,Technology,Accessories,Memorex Micro Travel Drive 32 GB,109.53,3,0,47.0979,0,62.4321
